Sat Nov 23 22:47:16 2024    /Users/haydentedrake/Desktop/UROP2024/pbh_mass/output.prof

         7689405 function calls (7644922 primitive calls) in 21.312 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.131    0.131 /opt/anaconda3/lib/python3.12/site-packages/scipy/special/_ellip_harm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/functools.py:850(register)
       13    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1789(cmd)
        1    0.000    0.000    0.006    0.006 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cm.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/units.py:56(_is_natively_supported)
        2    0.000    0.000    0.001    0.001 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:388(_plot_args)
        1    0.000    0.000    0.003    0.003 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/linalg/_isolve/iterative.py:1(<module>)
        4    0.000    0.000    0.047    0.012 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:779(__init__)
        2    0.000    0.000    0.012    0.006 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend.py:951(_auto_legend_data)
       39    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/path.py:1(<module>)
      274    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:1801(transform_non_affine)
       29    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:583(name)
       11    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/packaging/version.py:47(parse)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.145    0.145 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/linalg/_dsolve/__init__.py:1(<module>)
      161    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/util.py:200(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/TiffTags.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/dataclasses.py:857(_set_qualname)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/typing.py:2214(get_type_hints)
       41    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:115(doc_note)
        9    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:4364(get_children)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_constraints.py:1(<module>)
      187    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/typing.py:1625(_value_and_type_iter)
        1    0.000    0.000    0.007    0.007 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1(<module>)
       71    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '_timer_start' of 'matplotlib.backends._macosx.Timer' objects}
       96    0.000    0.000    0.007    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_methods.py:61(_all)
    58/51    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4280(_generateDefaultName)
       19    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       49    0.000    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/linecache.py:26(getline)
      128    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_methods.py:43(_amin)
       96    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cycler.py:165(keys)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        4    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:313(_prepare_points)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1217(kern)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:2697(MaskedArray)
        1    0.000    0.000    0.069    0.069 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1(<module>)
        1    0.000    0.000    0.073    0.073 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/contour.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2421(all)
       81    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_utils/__init__.py:14(set_module)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_milp.py:1(<module>)
      107    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/dataclasses.py:461(<genexpr>)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:216(Line2D)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1617(_allow_interrupt)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       13    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       33    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
       64    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1768(ravel)
      437    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/enum.py:251(__init__)
       66    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:350(width)
        1    0.000    0.000    0.005    0.005 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/exceptions.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/weakref.py:104(__init__)
      211    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3743(recurse)
      138    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cycler.py:227(<genexpr>)
       31    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cbook.py:1748(_safe_first_finite)
      149    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/path.py:242(simplify_threshold)
        1    0.000    0.000    0.028    0.028 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/util.py:1(<module>)
      260    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/spines.py:558(__getattr__)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cycler.py:415(cycler)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1958(get_width_height)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:367(FigureCanvasAgg)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/spines.py:35(__init__)
      134    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/linalg/_solvers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/enum.py:863(_create_)
      222    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2336(<genexpr>)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.12/hashlib.py:1(<module>)
       75    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/results.py:344(get)
       81    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:859(set_antialiased)
        1    0.000    0.000    0.129    0.129 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_direct_py.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:347(_get_font)
        1    0.000    0.000    0.129    0.129 /opt/anaconda3/lib/python3.12/site-packages/scipy/integrate/_odepack_py.py:1(<module>)
  260/256    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/spines.py:202(_ensure_position_is_set)
        1    0.000    0.000    0.416    0.416 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_fitpack_py.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:1740(Norm)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:419(make_keyword_only)
       39    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:447(__fspath__)
       54    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:1705(__call__)
      320    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/__init__.py:785(__iter__)
       30    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:332(get_visible_children)
       50    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:967(_get_markerfacecolor)
      324    0.000    0.000    0.000    0.000 {built-in method math.isclose}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/gridspec.py:144(get_grid_positions)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_differentialevolution.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:4016(get_path)
        1    0.000    0.000    0.006    0.006 /opt/anaconda3/lib/python3.12/site-packages/scipy/integrate/_ivp/ivp.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cbook.py:2380(_unpack_to_numpy)
      180    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:70(func)
       32    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      353    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/scale.py:297(get_transform)
       58    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.283    0.283 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_root.py:1(<module>)
       71    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/inspect.py:2160(_signature_is_functionlike)
      351    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:265(get_loc)
        1    0.000    0.000    0.146    0.146 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_linprog_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/__init__.py:586(get_data_path)
        1    0.000    0.000    0.102    0.102 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:3500(new_figure_manager)
       30    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
      290    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4233(<genexpr>)
    25/15    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:73(wrapper)
       49    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:131(get_object_signature)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:3644(_validate_converted_limits)
      149    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:3417(dtype)
       34    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:5618(__init__)
       91    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:569(_tail)
        1    0.000    0.000    0.052    0.052 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:117(Artist)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1992(csnames)
       49    0.000    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/linecache.py:36(getlines)
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/npyio.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:882(wrapper)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.032    0.032 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:1(<module>)
        1    0.000    0.000    1.040    1.040 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_shgo.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /opt/anaconda3/lib/python3.12/site-packages/cffi/api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_rgi.py:53(RegularGridInterpolator)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:3217(__getitem__)
       40    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/typing.py:521(__getitem__)
        2    0.000    0.000    0.091    0.045 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:675(__init__)
       16    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/type_check.py:246(isreal)
       78    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/text.py:284(get_rotation)
        1    0.000    0.000    0.040    0.040 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:1(<module>)
        2    0.000    0.000    0.136    0.068 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:2644(_update_label_position)
       31    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:720(_get_shared_axes)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:142(to_raster)
       37    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1209(__init__)
       81    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/typing.py:988(_is_unpacked_typevartuple)
      261    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cycler.py:135(__init__)
        1    0.000    0.000    0.885    0.885 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/csgraph/_laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_bsr.py:1(<module>)
       88    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:146(__init__)
